player,stat,Test,ODI,T20,IPL,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Highest,0,0,10,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Average,0,0,8.67,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,SR,0,0,66.67,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Not Out,0,0,6,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Fours,0,0,1,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Sixes,0,0,0,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,Ducks,0,0,1,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,50s,0,0,0,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,200s,0,0,0,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,300s,0,0,0,0,,,,,,,,,,,,,,,,,,
Boemo Khumalo,400s,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,Matches,0,0,58,0,,,,,,,,,,,,,,,,,,
Imran Khan,Innings,0,0,14,0,,,,,,,,,,,,,,,,,,
Imran Khan,Runs,0,0,15,0,,,,,,,,,,,,,,,,,,
Imran Khan,Balls,0,0,28,0,,,,,,,,,,,,,,,,,,
Imran Khan,Highest,0,0,3,0,,,,,,,,,,,,,,,,,,
Imran Khan,Average,0,0,1.67,0,,,,,,,,,,,,,,,,,,
Imran Khan,SR,0,0,53.58,0,,,,,,,,,,,,,,,,,,
Imran Khan,Not Out,0,0,5,0,,,,,,,,,,,,,,,,,,
Imran Khan,Fours,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,Sixes,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,Ducks,0,0,4,0,,,,,,,,,,,,,,,,,,
Imran Khan,50s,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,200s,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,300s,0,0,0,0,,,,,,,,,,,,,,,,,,
Imran Khan,400s,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Matches,0,0,7,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Innings,0,0,3,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Runs,0,0,8,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Balls,0,0,21,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Highest,0,0,8,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Average,0,0,4,0,,,,,,,,,,,,,,,,,,
Romario Edwards,SR,0,0,38.1,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Not Out,0,0,1,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Fours,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Sixes,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,Ducks,0,0,2,0,,,,,,,,,,,,,,,,,,
Romario Edwards,50s,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,200s,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,300s,0,0,0,0,,,,,,,,,,,,,,,,,,
Romario Edwards,400s,0,0,0,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Matches,0,0,43,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Innings,0,0,18,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Runs,0,0,90,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Balls,0,0,129,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Highest,0,0,32,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Average,0,0,6,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,SR,0,0,69.77,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Not Out,0,0,3,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Fours,0,0,2,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Sixes,0,0,2,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,Ducks,0,0,7,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,50s,0,0,0,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,200s,0,0,0,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,300s,0,0,0,0,,,,,,,,,,,,,,,,,,
Dhruvkumar Maisuria,400s,0,0,0,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Matches,0,0,26,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Innings,0,0,31,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Runs,0,0,693,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Balls,0,0,653,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Highest,0,0,73,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Average,0,0,24.75,0,,,,,,,,,,,,,,,,,,
Pedro Baron,SR,0,0,106.13,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Not Out,0,0,3,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Fours,0,0,78,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Sixes,0,0,6,0,,,,,,,,,,,,,,,,,,
Pedro Baron,Ducks,0,0,0,0,,,,,,,,,,,,,,,,,,
Pedro Baron,50s,0,0,6,0,,,,,,,,,,,,,,,,,,
Pedro Baron,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
Pedro Baron,200s,0,0,0,0,,,,,,,,,,,,,,,,,,
Pedro Baron,300s,0,0,0,0,,,,,,,,,,,,,,,,,,
Pedro Baron,400s,0,0,0,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Matches,0,0,41,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Innings,0,0,28,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Runs,0,0,242,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Balls,0,0,245,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Highest,0,0,50,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Average,0,0,14.24,0,,,,,,,,,,,,,,,,,,
Conroy Wright,SR,0,0,98.78,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Not Out,0,0,11,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Fours,0,0,10,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Sixes,0,0,9,0,,,,,,,,,,,,,,,,,,
Conroy Wright,Ducks,0,0,7,0,,,,,,,,,,,,,,,,,,
Conroy Wright,50s,0,0,1,0,,,,,,,,,,,,,,,,,,
Conroy Wright,100s,0,0,0,0,,,,,,,,,,,,,,,,,,
